ID,식품명,에너지(kcal),탄수화물(g),단백질(g),지방(g),비타민A(R.E),리보플라빈(mg),칼슘(mg),철분(mg)
9653,"기장밥, 들깨미역국, 사과돌나물초무침, 돈육버섯불고기, 해물파전, 배추김치, 꿀설기",792.5,113.5,46.2,16.8,122.7,0.7,289.7,3.0
9654,"차조밥, 딸기잼팔미어파이, 맑은콩나물국, 비빔막국수, 닭갈비, 콘버터구이, 배추김치",810.2,117.4,38.3,23.2,498.8,0.7,272.5,7.0
9655,"찹쌀밥, 보조밥, 치즈미트소스스파게티, 허니버터갈릭, 수제오이피클, 프룻프룻망고, 쉬림프샐러드, 허니머스타드",808.8,111.8,25.3,30.1,1156.9,0.4,287.9,4.0
9656,"현미밥, 등뼈감자탕, 동그랑땡, 코다리강정, 깍두기, 사과배깨소스무침",882.2,129.0,37.8,26.3,203.8,4.7,188.3,6.0
9657,"발아, 곡밥, 근대된장국, 오이생채, 햄스크램블에그, 탄두리오리훈제볶음, 배추김치",709.2,90.4,51.3,14.7,364.2,0.8,230.7,7.0
9658,"콩나물밥, 달래양념장, 계란실파국, 찐만두, 고기, 김치, 무말랭이무침, 갈릭마요미트볼, 배추김치, 사과",725.1,106.6,37.7,17.5,129.2,0.8,371.3,1.0
9659,"차수수밥, 미니카야파이, 조랭이떡국, 돈육김치볶음, 애호박가지볶음, 오이부추무침, 거원, 꽃맛살샐러드",876.1,116.2,44.1,27.2,283.5,0.7,203.5,6.0
9660,"날치알김치볶음밥, 쌀국수, 핫도그, 케찹, 깍두기, 딸바라떼, 코울슬로",859.2,124.2,28.0,27.6,197.5,0.4,252.5,3.0
9661,"기장밥, 닭곰탕, 순대야채볶음, 새우청경채볶음, 고구마맛탕, 배추김치",913.3,150.1,32.7,25.6,252.7,0.8,304.0,7.0
9662,"분도미밥, 육개장, 안동찜닭, 열무된장무침, 비엔나야채볶음, 깍두기",758.4,112.6,38.8,17.6,356.8,0.9,304.6,6.0
9663,"수수밥, 크로와상, 딸기쨈, 등심돈까스, 브라운소스, 깍두기, 브로콜리스프, 요거톡, 치커리유자청무침",929.0,129.8,31.7,26.9,74.3,0.2,163.8,3.0
9664,"흑미밥, 우유마카롱, 시래기된장국, 숙주미나리나물, 닭볶음탕, 단호박부추전, 배추김치",674.7,108.0,34.5,12.5,327.7,0.6,246.8,4.0
9665,"후리가케밥, 쑥갓부들어묵국, 오이지무침, 고춧가루, 매콤떡볶이, 콘치즈만두, 배추김치, 흔들어먹는키위",922.8,162.7,24.7,22.4,438.7,0.6,443.1,2.0
9666,"찹쌀밥, 소고기무국, 모듬장조림, 실곤약야채무침, 베이컨감자채볶음, 배추김치",717.4,97.1,46.8,17.2,246.5,0.7,270.7,4.0
9667,"현미밥, 부대찌개, 세발나물된장무침, 포테이토달고기까스, 갈릭소스, 타코야끼, 깍두기, 오렌지",781.3,92.7,33.5,31.3,225.5,0.4,295.5,4.0
9668,"차조밥, 냉이된장국, 돈갈비찜, 참나물무침, 김치전, 깍두기, 화이트슈",851.5,99.6,43.4,24.8,260.4,1.0,236.6,7.0
9669,"짜장소스, 찹쌀밥, 복주머니딤섬, 무생채, 찹쌀탕수육, 소스, 배추김치, 요구르트",981.6,148.5,33.1,26.6,123.8,0.8,550.6,6.0
9670,"치킨마요덮밥, 유부장국, 고르곤갈릭사각피자, 배추김치, 오렌지주스, 망고샐러드",906.3,118.8,29.2,31.1,240.5,0.9,254.6,6.0
9671,"차조밥, 맑은콩나물국, 야채계란찜, 무쌈, 쌈장, 주꾸미삼겹볶음, 총각김치",795.8,86.9,43.6,32.0,342.5,0.9,257.6,4.0
9672,"현미밥, 들깨무채국, 김가루묵무침, 진미채무침, 파닭, 배추김치, 골드파인애플",898.8,93.3,46.4,38.9,123.4,0.8,147.1,6.0
9673,"현미밥, 호랑이케익, 미역국, 요거트과일샐러드, 버섯잡채, 오리주물럭, 배추김치",771.4,130.0,40.3,11.8,397.0,0.7,407.1,5.0
9674,"치킨마요덮밥, 유부장국, 고르곤갈릭사각피자, 배추김치, 오렌지주스, 망고샐러드",1166.7,79.3,49.2,37.5,176.1,0.8,187.7,6.0
9675,"발아, 곡밥, 미니바닐라파이, 닭곰탕, 숙주미나리나물, 콩나물불고기, 고구마츄러스맛탕, 깍두기",1035.6,120.9,52.3,28.3,169.2,0.6,215.6,3.0
9676,"율무밥, 부대찌개, 상추치커리무침, 궁중떡볶이, 연어스테이크, 소스, 배추김치",706.5,109.5,36.1,15.2,208.4,0.7,206.7,3.0
9677,"김밥볶음밥, 미니우동국, 배추김치, 구슬아이스크림, 크림소스떡볶이, 치커리유자청무침",789.1,126.6,25.7,21.6,358.9,0.5,281.5,7.0
9678,"현미밥, 북어계란국, 청경채무침, 닭볶음탕, 고구마치즈고로케, 배추김치, 망고주스",852.7,112.2,37.6,30.2,259.4,0.5,258.0,2.0
9679,"분도미밥, 등뼈감자탕, 메추리알장조림, 청포묵김가루무침, 너비아니육전, 깍두기",864.4,123.1,37.1,25.4,430.1,0.9,316.0,6.0
9680,"찹쌀밥, 추가밥, 치즈미트소스스파게티, 크리스마스케이크, 콤비네이션조각피자, 수제오이피클, 양상추샐러드, 요거트드레싱",822.8,110.6,25.5,31.1,200.9,0.4,243.9,2.0
9681,"흑미밥, 감자다시마국, 콩나물무침, 흰, 주꾸미낙지볶음, 옥수수전, 배추김치",575.6,106.1,29.5,6.6,362.5,0.5,209.1,4.0
9682,"찹쌀밥, 페스츄리스프, 시리얼과일샐러드, 오이지무침, 고춧가루, 등심돈까스, 브라운소스, 배추김치, 쁘띠첼",840.7,99.0,29.1,13.8,103.2,0.5,295.8,3.0
9683,"기장밥, 시금치된장국, 새송이애호박볶음, 목살한입스테이크, 배추김치, 비타초코우유, 단호박샐러드",806.2,100.7,36.8,30.5,465.7,0.8,376.6,4.0
9684,"분도미밥, 들깨수제비국, 얼갈이된장무침, 마파두부, 순살블랙알리오치킨, 배추김치",748.8,87.1,38.3,28.7,261.6,0.5,289.6,4.0
9685,"후리가케밥, 쌀국수, 콰트로통새우카츠, 깍두기, 바나나우유, 열대과일샐러드",786.5,118.9,31.9,21.9,255.3,0.5,286.7,3.0
9686,"현미밥, 김치콩나물국, 쑥갓무침, 소불고기버섯볶음, 깻잎햄전, 오이부추무침, 거원",734.9,77.5,47.6,26.7,236.9,0.9,129.5,6.0
9687,"나물비빔밥, 약고추장, 팽이버섯장국, 두부구이, 양념장, 떡갈비, 열무김치, 달고나라떼",751.9,92.4,39.4,27.8,344.5,0.8,231.5,5.0
9688,"차조밥, 슈크림붕어빵, 우렁된장찌개, 고구마순들깨볶음, 닭갈비, 갈릭웨지감자, 배추김치",722.5,113.3,33.2,20.9,356.8,0.7,336.5,4.0
9689,"김가루김치볶음밥, 계란실파국, 국물떡볶이, 오징어튀김, 치즈볼, 깍두기, 사과배깨소스무침",897.3,138.8,30.8,26.3,232.8,0.5,246.9,2.0
9690,"차수수밥, 쇠고기샤브샤브, 사태김치찜, 실곤약야채무침, 호떡, 오이부추무침, 거원, 귤",714.0,114.8,38.2,15.3,309.3,0.7,283.3,4.0
9691,"분도미밥, 꼬치어묵국, 도토리묵김가루무침, 진미채버터구이, 치킨까스, 허니머스타드, 배추김치, 요거톡",834.4,102.5,49.8,24.8,107.5,0.9,212.2,7.0
9692,"보리밥, 호박고추장찌개, 야채계란찜, 탄두리오리훈제볶음, 깨나물무침, 배추김치",893.0,90.3,43.2,41.0,368.8,0.9,301.5,6.0
9693,"기장밥, 에그타르트, 들깨미역국, 매운갈비찜, 두부쑥갓무침, 버섯잡채, 배추김치",869.5,113.8,36.5,31.4,365.2,0.7,241.6,3.0
9694,"찹쌀밥, 추가밥, 반달단무지쪽파무침, 후르츠탕수육, 배추김치, 짜장면, 딸기",860.1,134.7,27.3,23.8,154.0,1.3,579.6,2.0
9695,"차수수밥, 순대국, 흰, 콩나물무침, 비엔나야채볶음, 가자미살튀김, 깍두기",763.9,94.6,34.5,27.9,193.0,0.5,338.0,6.0
9696,"현미밥, 허쉬초콜릿칩모찌쿠키, 아욱된장국, 숙주미나리나물, 오리주물럭, 애호박부추전, 배추김치",704.5,97.3,26.6,24.8,358.5,0.7,160.2,4.0
9697,"곤드레나물밥, 부추양념장, 유부장국, 멸치콩강정볶음, 무숙채들깨나물, 양념순살치킨, 배추김치, 요구르트",777.3,76.3,42.9,33.7,344.0,0.6,304.0,4.0
9698,"흑미밥, 북어감자국, 미역줄기볶음, 아몬드명엽채볶음, 김치치즈함박구이, 총각김치, 골드파인애플",702.4,87.0,40.3,21.9,64.4,0.5,361.3,4.0
9699,"치킨마요덮밥, 계란실파국, 소떡소떡, 배추김치, 과일주스, 양상추치커리샐러드, 흑임자드레",945.0,112.1,28.6,43.3,211.6,1.0,243.2,6.0
9700,"분도미밥, 육개장, 얼갈이된장무침, 동그랑땡, 임연수구이, 김구이, 배추김치",657.8,72.0,39.6,23.9,281.0,0.5,288.3,1.0
9701,"율무밥, 들깨무채국, 탕평채, 돈육김치볶음, 콘치즈만두, 오이부추무침, 거원",688.9,89.2,38.6,21.4,222.0,0.5,205.6,3.0
9702,"영양닭죽, 수제피자핫도그, 케이준감자튀김, 배추김치, 콘샐러드, 과일주스",963.4,116.0,27.3,45.9,161.3,0.3,414.5,2.0
9703,"현미밥, 홍합탕, 유채나물무침, 콩나물불고기, 배추김치, 연두부, 양념장, 제리뽀",706.4,95.4,44.9,16.9,243.5,0.6,200.4,5.0
9704,"분도미밥, 버섯들깨탕, 모듬장조림, 김가루묵무침, 김치전, 깍두기, 귤",710.2,96.5,43.6,17.5,164.4,0.9,255.5,4.0
9705,"발아, 곡밥, 부대찌개, 열무된장무침, 피쉬앤칩스, 어니언소스, 배추김치, 크런키초코스틱",724.9,84.9,29.7,28.3,185.6,0.4,317.4,3.0
9706,"단호박카레소스, 찹쌀밥, 츄러스, 시금치나물, 두부너겟, 머스타드, 배추김치, 망고샐러드",627.9,94.6,19.7,21.3,554.1,0.4,245.5,4.0
9707,"차조밥, 호박고추장찌개, 닭볶음탕, 떡잡채, 애호박새우젓볶음, 총각김치",758.6,125.2,37.8,15.3,331.9,0.7,233.4,4.0
9708,"콩나물밥, 부추양념장, 쑥갓부들어묵국, 오이지무침, 고춧가루, 떡갈비, 콘버터구이, 배추김치",780.4,78.0,34.5,37.5,170.4,0.6,353.3,4.0
9709,"기장밥, 맑은콩나물국, 돼지갈비떡찜, 비름나물, 감자채볶음, 배추김치, 바나나",703.2,98.5,34.0,20.5,227.0,0.8,340.0,3.0
9710,"찹쌀밥, 순대국, 흰, 숙주미나리나물, 스크램블에그, 함박스테이크, 소스, 깍두기",781.1,84.6,36.1,32.6,217.8,0.8,322.8,7.0
9711,"차수수밥, 허쉬초콜릿칩모찌쿠키, 시금치된장국, 미역줄기볶음, 오리주물럭, 옥수수전, 배추김치",718.0,104.7,26.5,23.4,493.9,0.7,242.8,4.0
9712,"김밥볶음밥, 팽이버섯장국, 깍두기, 김말이강정, 크림소스떡볶이, 치커리유자청무침",901.7,141.5,25.2,28.2,295.2,0.6,182.1,7.0
9713,"현미밥, 미역국, 알감자버터구이, 안동찜닭, 두부쑥갓무침, 배추김치, 요거트쪽쪽",753.2,110.5,33.1,21.7,242.6,0.8,252.7,3.0
9714,"현미밥, 떡만두국, 애호박새우젓볶음, 햄김치볶음, 가자미구이, 오이부추무침, 거원",617.9,92.6,34.3,12.8,149.9,0.5,119.2,6.0
9715,"차조밥, 우렁된장찌개, 콩나물무침, 제육볶음, 두부스틱, 칠리소스, 배추김치, 골드파인애플",728.1,86.1,47.2,23.3,250.1,0.6,345.6,5.0
9716,"후리가케밥, 미니우동국, 오이지무침, 고춧가루, 버터갈릭감자튀김, 수제또띠아피자, 배추김치",933.8,124.9,29.9,37.6,363.8,0.5,484.2,7.0
9717,"수수밥, 맑은콩나물국, 매운갈비찜, 한식잡채, 배추김치, 사과배깨소스무침",837.1,86.9,36.3,30.6,322.5,0.9,161.1,3.0
9718,"귀리밥, 독도케익, 닭곰탕, 야채계란찜, 열무된장무침, 순대야채볶음, 깍두기",850.4,110.1,38.6,29.1,441.5,1.0,301.2,8.0
9719,"현미밥, 시금치된장국, 꿀멸치볶음, 사태김치찜, 감자채피망볶음, 오이부추무침, 거원, 꼬마사과",541.6,88.2,32.5,10.3,434.3,0.7,154.6,4.0
9720,"기장밥, 육개장, 청포묵김가루무침, 비엔나야채볶음, 크런치스파이시생선까스, 타르소, 배추김치",796.4,91.1,39.6,31.9,245.7,0.4,234.3,3.0
9721,"딸기샌드, 대체식, 초코파이, 따옴, 대체식",378.6,58.8,7.2,12.7,31.1,0.2,88.3,7.0
9722,"차수수밥, 아욱된장국, 보쌈, 쌈장, 오이고추된장무침, 비빔막국수, 보쌈김치",798.0,101.5,45.4,27.7,321.9,0.8,166.4,5.0
9723,"보리밥, 배추된장국, 느타리버섯호박무침, 치즈닭갈비, 두부구이, 양념장, 깍두기, 허니버터아몬드",768.7,92.2,45.9,27.2,334.8,1.0,485.8,5.0
9724,"현미밥, 쇠고기우거지국, 모듬장조림, 알감자버터구이, 실곤약야채무침, 깍두기, 오렌지",698.3,98.6,43.2,18.9,346.0,0.8,319.7,4.0
9725,"차조밥, 들깨무채국, 우엉채어묵볶음, 시금치나물, 주꾸미치즈떡볶음, 김구이, 배추김치",563.3,97.3,25.6,10.5,446.2,0.7,277.6,4.0
9726,"찹쌀밥, 크로와상, 딸기쨈, 고구마돈까스, 브라운소스, 배추김치, 콘샐러드, 딸바라떼, 브로콜리스프",980.1,130.6,22.2,40.4,116.9,0.3,236.1,2.0
9727,"쥐눈이콩밥, 호박고추장찌개, 곤드레나물, 돈육버섯불고기, 조랭이떡고구마맛탕, 배추김치",815.2,130.2,39.5,19.3,227.6,0.6,273.1,4.0
9728,"기장밥, 소고기무국, 비름나물, 돈육김치볶음, 비빔만두, 오이부추무침, 거원",761.7,100.8,44.2,22.8,399.9,0.5,306.7,4.0
9729,"차수수밥, 부대찌개, 열무된장무침, 스크램블에그, 코코넛명태까스, 갈릭소스, 깍두기, 바나나",665.3,76.3,40.8,23.8,314.9,0.8,349.3,5.0
9730,"날치알김치볶음밥, 계란실파국, 로제떡볶이, 김말이, 치즈스틱, 깍두기, 망고샐러드",945.4,144.9,25.1,26.0,337.1,0.7,182.4,5.0
9731,"차조밥, 얼갈이된장국, 참나물무침, 닭볶음탕, 단호박부추전, 배추김치, 티라미스케익",637.2,97.9,32.6,14.7,368.5,0.6,228.1,4.0
9732,"발아, 곡밥, 들깨미역국, 숙주미나리나물, 오리주물럭, 배추김치, 연두부, 양념장, 초코슈",724.1,85.5,28.6,25.0,256.1,0.7,159.7,4.0
9733,"찹쌀밥, 보조밥, 오이지무침, 고춧가루, 콰트로통새우카츠, 타르타르, 배추김치, 짜장면, 귤",857.8,133.5,26.7,27.0,134.3,1.1,264.0,2.0
9734,"현미밥, 쑥갓부들어묵국, 무생채, 순대야채볶음, 고구마그라탕, 배추김치, 요구르트",813.0,147.4,23.1,19.1,231.7,0.7,451.9,6.0
9735,"옥수수밥, 얼갈이된장국, 노각생채, 닭볶음탕, 한식잡채, 배추김치",659.3,88.0,31.4,12.7,386.1,0.7,271.4,3.0
9736,"율무밥, 초코칩트위스트, 근대된장국, 돈갈비찜, 오이고추된장무침, 마파두부, 열무김치",892.5,105.8,48.1,31.1,389.3,1.1,284.9,5.0
9737,"나물비빔밥, 약고추장, 팽이버섯장국, 스트링치즈산적, 단밤두툼떡갈비, 배추김치, 매실에이드",686.2,90.2,35.2,18.2,346.1,1.2,190.5,6.0
9738,"현미밥, 호박고추장찌개, 콩나물무침, 돈육버섯불고기, 코다리강정, 배추김치",869.1,125.6,51.9,19.8,192.2,0.7,134.8,3.0
9739,"찹쌀밥, 카레소스, 고구마스트링롤까스, 소스, 배추김치, 제리뽀, 양상추치커리샐러드, 흑임자드레",906.5,131.5,36.3,30.1,208.4,0.5,349.6,5.0
9740,"귀리밥, 감자다시마국, 명엽채볶음, 애호박새우젓볶음, 치즈닭갈비, 배추김치",726.5,97.7,52.9,17.5,345.6,0.7,411.1,4.0
9741,"흑미밥, 육개장, 열무된장무침, 오징어부추전, 가자미생선까스, 어니언소스, 깍두기, 바나나",562.2,84.0,29.6,12.0,199.3,0.5,252.2,4.0
9742,"기장밥, 북어계란국, 안동찜닭, 두부쑥갓무침, 베이컨감자채볶음, 배추김치, 메론",722.1,92.4,40.2,22.4,218.0,0.7,289.2,3.0
9743,"현미밥, 허쉬초콜릿칩쿠키, 미역국, 청경채무침, 제육볶음, 고구마맛탕, 열무김치",763.2,119.5,38.0,20.5,218.6,0.5,244.2,3.0
9744,"치킨마요덮밥, 맑은콩나물국, 얼갈이무침, 소품떡, 배추김치, 플리또",844.8,115.2,28.5,31.3,242.6,0.9,182.7,6.0
9745,"분도미밥, 우렁된장찌개, 돼지갈비떡찜, 호박잎나물, 마파두부, 열무김치, 비타초코우유",896.1,120.9,47.9,25.4,416.4,1.2,485.9,7.0
9746,"현미밥, 육개장, 애호박새우젓볶음, 햄김치볶음, 가자미구이, 오이부추무침, 거원",671.3,76.0,36.6,25.8,185.0,0.6,242.1,3.0
9747,"콩나물밥, 부추양념장, 뱅글뱅글소시지, 팽이버섯장국, 꼬들오이지, 콘버터구이, 배추김치",940.8,106.9,30.2,44.8,163.8,0.6,341.7,4.0
9748,"차조밥, 쑥갓부들어묵국, 미역줄기볶음, 오리주물럭, 두부스틱, 칠리소스, 배추김치, 아오리사과",894.3,109.3,34.6,36.9,259.1,0.7,201.8,5.0
9749,"찹쌀밥, 카레소스, 청포묵김가루무침, 배추김치, 크리미갈릭핫도그, 샤르르미니망고, 단호박샐러드",977.0,179.7,26.7,23.6,451.2,0.5,180.3,4.0
9750,"발아, 곡밥, 맑은콩나물국, 비름나물, 돈육김치볶음, 타코야끼, 깍두기, 곡초코롤",918.3,95.0,47.1,36.7,308.0,0.7,240.7,6.0
9751,"현미밥, 건새우아욱국, 안동찜닭, 곤드레나물, 고구마그라탕, 배추김치",801.4,120.1,42.3,21.7,422.9,0.9,576.3,5.0
9752,"차조밥, 호박잎된장국, 가지나물, 진미채무침, 함박스테이크, 소스, 배추김치, 수박",752.8,92.6,42.7,24.6,307.9,0.5,277.1,5.0
9753,"밤밥, 북어계란국, 알감자버터구이, 근대된장무침, 오삼불고기, 배추김치",788.9,86.5,42.6,33.0,338.2,0.6,301.8,3.0
9754,"찹쌀밥, 보조밥, 치즈미트소스스파게티, 갈릭스틱, 사과주스, 수제오이피클, 케이준샐러드, 허니머스타드",975.5,109.4,30.6,46.6,259.3,0.5,283.9,3.0
9755,"렌틸콩밥, 들깨미역국, 야채계란찜, 열무된장무침, 닭볶음탕, 배추김치, 메로나튜브",779.2,107.4,39.5,24.3,433.9,0.8,257.7,4.0
9756,"분도미밥, 근대된장국, 야채계란찜, 오이고추된장무침, 제육볶음, 배추김치, 자두",693.7,86.0,47.5,19.6,425.1,0.8,297.7,5.0
9757,"찹쌀밥, 장각삼계탕, 명엽채볶음, 비빔만두, 배추김치, 수박",843.7,96.9,55.7,27.9,385.3,0.5,224.6,3.0
9758,"차수수밥, 맑은콩나물국, 열무된장무침, 베이컨감자채볶음, 주꾸미치즈떡볶음, 배추김치",537.8,96.9,26.0,8.6,267.1,0.5,242.0,3.0
9759,"날치알김치볶음밥, 쌀국수, 고구마롤, 스프링롤, 깍두기, 쥬시쿨, 치커리유자청무침",744.1,123.3,24.0,15.5,160.8,0.4,115.1,4.0
9760,"귀리밥, 계란실파국, 돈육버섯불고기, 코다리강정, 배추김치, 브로콜리, 초장",885.5,120.6,51.9,22.9,183.6,0.8,285.7,3.0
9761,"현미밥, 초코칩트위스트, 미역국, 가지나물, 치즈닭갈비, 메밀김치전병, 배추김치",872.7,119.5,39.0,29.8,237.9,0.5,455.2,3.0
9762,"찹쌀밥, 보조밥, 꼬들오이지, 배추김치, 짜장면, 아이스크림, 가지맛, 김말이강정",824.0,124.7,19.5,29.8,228.6,0.6,230.0,1.0
9763,"분도미밥, 호박고추장찌개, 무나물, 한식잡채, 간장매콤치킨, 배추김치",758.6,84.8,47.2,21.5,232.5,0.4,153.8,3.0
9764,"차조밥, 들깨무채국, 돈육김치볶음, 햄스크램블에그, 오이부추무침, 거원, 양배추쌈, 쌈장",1072.8,172.1,47.8,25.7,445.5,1.4,252.6,6.0
9765,"차수수밥, 순대국, 흰, 미역줄기볶음, 비빔만두, 임연수구이, 열무김치",825.1,109.3,33.4,29.6,287.4,0.5,261.6,9.0
9766,"찹쌀밥, 노각생채, 더블치즈돈까스, 소스, 배추김치, 마시는요거트, 콘샐러드, 브로콜리스프",846.8,109.1,33.2,30.6,174.4,0.4,336.6,2.0
9767,"렌틸콩밥, 아욱된장국, 안동찜닭, 콩나물무침, 마파두부, 배추김치",703.1,98.5,41.9,17.2,331.4,0.9,236.6,5.0
9768,"현미밥, 콩가루배추국, 모듬장조림, 시금치나물, 들, 김치전, 총각김치, 구슬아이스크림",779.9,103.2,48.0,19.4,398.2,1.0,237.4,5.0
9769,"발아, 곡밥, 닭곰탕, 주꾸미돈육볶음, 깨나물무침, 고구마그라탕, 깍두기",848.7,108.3,54.5,23.5,401.5,0.6,401.0,4.0
9770,"흑미밥, 순두부찌개, 단배추나물, 쫄면야채무침, 찹쌀탕수육, 소스, 오이부추무침, 거원",809.9,124.5,30.5,23.8,316.0,0.6,203.3,1.0
9771,"기장밥, 카레소스, 수제또띠아피자, 배추김치, 수박, 양상추치커리샐러드, 흑임자드레",816.0,121.1,29.3,28.7,418.3,0.5,475.0,4.0
9772,"쥐눈이콩밥, 소고기무국, 알감자버터구이, 청포묵김가루무침, 코다리강정, 배추김치, 한라봉주스",799.1,128.8,33.2,19.4,150.0,0.5,141.9,3.0
9773,"분도미밥, 맑은콩나물국, 닭볶음탕, 애호박새우젓볶음, 두부스틱, 칠리소스, 배추김치, 수리취떡",729.3,108.8,35.8,19.0,266.0,0.5,170.2,3.0
9774,"콩나물밥, 부추양념장, 유부장국, 열무된장무침, 진미채무침, 떡갈비, 배추김치",677.3,67.0,46.6,26.0,194.8,0.6,249.6,5.0
9775,"차조밥, 근대된장국, 가지나물, 오리주물럭, 배추김치, 연두부, 양념장, 짜먹는요구르트",737.0,100.0,31.5,25.0,380.0,0.9,286.2,5.0
9776,"찹쌀밥, 보조밥, 치즈미트소스스파게티, 크림치즈바게트, 골드파인애플, 수제오이피클, 쉬림프샐러드, 허니머스타드",891.0,123.9,28.8,32.4,828.2,0.5,358.5,3.0
9777,"옥수수밥, 부대찌개, 오징어부추전, 삼치구이, 김구이, 열무김치",648.8,90.4,44.6,13.9,345.6,0.6,216.1,4.0
9778,"보리밥, 북어계란국, 돼지갈비떡찜, 취나물무침, 감자채피망볶음, 배추김치",722.8,93.8,39.2,22.8,267.3,0.9,199.3,5.0
9779,"귀리밥, 호박잎된장국, 우엉채어묵볶음, 숙주미나리나물, 닭갈비, 배추김치, 요구르트",683.6,112.7,34.1,13.7,355.1,0.7,310.5,4.0
9780,"기장밥, 육개장, 근대된장무침, 비엔나야채볶음, 피쉬앤칩스, 어니언소스, 깍두기",648.0,84.5,35.2,20.8,305.0,0.5,256.4,3.0
9781,"치킨마요덮밥, 팽이버섯장국, 소떡소떡, 배추김치, 과일주스, 치커리유자청무침",948.1,129.9,30.9,34.9,183.4,0.9,244.4,6.0
9782,"현미밥, 미역국, 야채계란찜, 청경채무침, 오삼불고기, 배추김치, 브라우니쿠키",870.6,93.1,43.8,37.3,327.7,0.8,287.4,4.0
9783,"현미밥, 닭곰탕, 고구마순나물, 순대야채볶음, 배추김치, 감귤, 연두부, 양념장",709.5,102.1,32.1,20.5,221.8,0.7,213.3,7.0
9784,"흑미밥, 김치콩나물국, 모듬장조림, 머위들깨무침, 마파두부, 핫도그, 깍두기",955.4,123.7,54.8,27.8,382.9,1.1,271.5,5.0
9785,"렌틸콩밥, 소고기무국, 햄감자조림, 애호박새우젓볶음, 명태까스, 타르타르, 열무김치, 곡물롤",671.6,87.8,35.8,21.2,262.0,0.7,263.4,6.0
9786,"완두콩밥, 수제피자핫도그, 카레소스, 시금치나물, 들, 시리얼과일샐러드, 배추김치",762.7,128.4,30.0,20.5,447.2,0.6,351.9,4.0
9787,"분도미밥, 얼갈이된장국, 안동찜닭, 노각생채, 고구마그라탕, 배추김치, 골드파인애플",803.5,126.8,40.1,19.9,216.9,0.8,420.4,3.0
9788,"발아, 곡밥, 호박고추장찌개, 편육, 쌈장, 오이고추된장무침, 콘버터구이, 보쌈김치, 무쌈",840.9,91.4,38.4,37.3,293.6,0.6,219.4,4.0
9789,"수수밥, 북어계란국, 알감자버터구이, 얼갈이된장무침, 닭볶음탕, 배추김치, 바나나",747.0,117.8,36.3,20.7,323.8,0.6,161.2,3.0
9790,"완두콩밥, 들깨수제비국, 어묵볶음, 사각, 도토리묵야채무침, 등심돈까스, 브라운소스, 깍두기, 초코우유",815.3,117.2,33.8,19.8,194.6,0.6,312.0,5.0
9791,"기장밥, 등뼈감자탕, 두부쑥갓무침, 비엔나야채볶음, 임연수구이, 깍두기, 짜먹는요구르트",761.8,100.6,38.5,24.5,325.3,0.7,318.4,7.0
9792,"현미밥, 낙지연포탕, 야채계란찜, 건파래볶음, 돈육김치볶음, 열무김치",664.4,76.0,50.4,19.4,354.3,0.8,247.4,8.0
9793,"기장밥, 감자다시마국, 단배추나물, 오리주물럭, 오징어부추전, 총각김치",744.2,107.2,29.6,24.0,393.8,0.7,236.5,4.0
9794,"차조밥, 부대찌개, 감자채피망볶음, 건새우마늘쫑볶음, 고등어구이, 오이부추무침, 거원, 우리밀슈",651.5,84.0,34.1,16.7,195.2,0.6,270.7,4.0
9795,"참치야채비빔밥, 초고추장, 유부장국, 무생채, 치킨스테이크, 배추김치, 적포도",699.3,93.9,33.0,24.4,303.7,0.4,277.7,4.0
9796,"현미밥, 맑은콩나물국, 돈갈비찜, 비름나물, 메밀김치전병, 깍두기, 쁘띠첼",841.5,103.9,41.2,29.3,222.5,0.9,323.3,4.0
9797,"흑미밥, 우렁된장찌개, 청포묵김가루무침, 주꾸미치즈떡볶음, 고구마맛탕, 배추김치",751.3,151.8,24.9,12.6,251.8,0.7,311.6,5.0
9798,"날치알김치볶음밥, 계란실파국, 매콤떡볶이, 김말이, 배추김치, 골드키위, 치커리유자청무침",865.9,155.2,23.3,19.5,353.8,0.6,222.4,7.0
9799,"분도미밥, 대파크림치즈파이, 들깨미역국, 메추리알장조림, 사과돌나물초무침, 제육볶음, 배추김치",741.7,88.6,41.7,25.6,335.8,0.7,233.8,4.0
9800,"완두콩밥, 카레소스, 마늘간장치킨, 배추김치, 골드파인애플, 망고샐러드",878.5,110.8,36.2,33.6,235.4,0.4,157.3,4.0
9801,"흑미밥, 맑은콩나물국, 모듬장조림, 건새우마늘쫑볶음, 비빔만두, 배추김치",814.5,109.1,47.2,22.5,310.9,0.8,237.1,3.0
9802,"현미밥, 쇠고기샤브샤브, 꽁치김치조림, 아스파라거스버섯볶음, 타코야끼, 열무김치",744.2,84.5,36.2,30.2,284.0,0.6,238.4,6.0
9803,"발아, 곡밥, 우렁된장찌개, 안동찜닭, 두부쑥갓무침, 고구마그라탕, 배추김치",766.4,115.1,40.4,19.6,226.0,0.8,477.5,4.0
9804,"옥수수밥, 들깨무채국, 곤드레나물, 낙지야채볶음, 떡잡채, 백김치, 트윈쿠키",831.6,136.5,33.0,20.5,329.0,0.6,248.3,5.0
9805,"찹쌀밥, 보조밥, 치즈미트소스스파게티, 갈릭스틱, 수제오이피클, 오렌지, 케이준샐러드, 허니머스타드",854.7,93.9,30.9,40.3,256.4,0.5,354.1,3.0
